;;; ONCOPROD RS ;; ONCOPROD PE ;;ONCOPROD SP;;;;;;;;ONCOPROD DF;;;;;;; ONCOPROD ES  ;;
Cï¿½D;CLASSIFICAï¿½ï¿½O FISCAL;ORIGEM;  ICMS 17% ;  ICMS 18% ;  ICMS 17% ;  ICMS 18% ; ICMS 12%; ICMS 17%;CLIENTES GO; ICMS 17,5%; ICMS 18%; CLIENTES SP; CLIENTES SPI; ICMS 20% ; ICMS 12%;   ICMS 17% ;   CLIENTES DF ;   ICMS 17,5% ;   ICMS 18% ;  CLIENTES SPI ; ICMS 20% ; ICMS 12%;ICMS 17%;ICMS 18%
4307;TRIBUTADO;NACIONAL;16971,23;17209,96;0;17209,96;0;16971,23;0;17089,77;17209,96;0;0;17708,23;0;16971,23;16971,23;0;17209,96;17209,96;0;0;16971,24;0
4308;TRIBUTADO;NACIONAL;30594,33;30594,33;0;31024,7;0;30594,33;0;30808,01;31024,7;0;0;31922,92;0;30594,33;30594,33;0;31024,7;31024,7;0;0;30594,33;0
4309;TRIBUTADO;NACIONAL;30594,33;30594,33;0;31024,7;0;30594,33;0;30808,01;31024,7;0;0;31922,92;0;30594,33;30594,33;0;31024,7;31024,7;0;0;30594,33;0
4311;ISENTO;NACIONAL;80,63;80,63;80,63;80,63;0;80,63;0;80,63;80,63;0;0;80,63;0;0;80,63;0;80,63;80,63;0;0;80,63;80,63
4312;TRIBUTADO;IMPORTADO;112,72;112,72;0;114,31;0;112,72;0;113,51;114,31;0;0;117,62;0;112,72;112,72;0;114,31;114,31;0;0;112,72;0
4313;TRIBUTADO;NACIONAL;5198,8;5198,8;0;5470,08;0;0;0;0;0;0;0;0;0;4965,52;4669,5;4997,14;5029,17;5029,17;5161,48;0;5198,9;0
4314;ISENTO (EXCETO EM DF);NACIONAL;9431,17;9431,17;9431,17;9431,17;0;9431,17;0;9431,17;9431,17;0;0;9431,17;0;0;9431,17;0;9431,17;9431,17;0;0;9431,17;9431,17
4329;TRIBUTADO;NACIONAL;19,41;19,41;0;17,65;0;0;0;0;0;0;0;0;0;18,61;17,47;18,73;18,85;18,85;19,36;0;19,42;0
4333;TRIBUTADO;NACIONAL;280,11;280,11;0;286,24;0;0;0;0;0;0;0;0;0;265,38;249,22;267,13;268,88;268,88;276,15;0;296,98;0
4335;TRIBUTADO;IMPORTADO;2078,84;2078,84;0;2104,19;0;2078,84;0;2091,44;2104,19;0;0;2156,8;0;2078,84;2078,84;0;2104,19;2104,19;0;0;2078,84;0
4337;TRIBUTADO;IMPORTADO;66,39;67,2;0;67,2;0;66,39;0;66,79;67,2;0;0;68,88;0;66,39;66,39;0;67,2;67,2;0;0;66,39;0
4339;TRIBUTADO;IMPORTADO;821,17;821,17;0;831,18;0;821,17;0;826,15;831,18;0;0;851,96;0;821,17;821,17;0;831,18;831,18;0;0;821,17;0
4344;TRIBUTADO;NACIONAL;8,29;8,29;0;8;0;0;0;0;0;0;0;0;0;7,85;7,38;7,91;7,96;7,96;8,17;0;8,79;0
4345;TRIBUTADO;NACIONAL;252,67;252,67;0;255,75;0;0;0;0;0;0;0;0;0;252,67;252,67;254,2;255,75;255,75;262,14;290,6914372;252,67;0
4346;TRIBUTADO;NACIONAL;15,19;15,19;0;15,38;0;0;0;0;0;0;0;0;0;15,19;15,19;15,28;15,38;15,38;15,76;0;15,19;0
4350;TRIBUTADO;IMPORTADO;215,84;215,84;0;201,17;0;215,43;0;216,82;218,23;0;0;224,05;0;222,8;187,48;0;226,07;226,07;0;0;215,03;0
4354;TRIBUTADO;IMPORTADO;109,77;109,77;0;111,11;0;109,77;0;110,44;111,11;0;0;113,88;0;109,77;109,77;0;111,11;111,11;0;0;109,77;0
4381;TRIBUTADO;NACIONAL;0;0;0;14804,93;0;0;0;0;0;0;0;0;0;13726,15;0;13816,78;13906,89;13906,89;0;0;0;0
4383;TRIBUTADO;IMPORTADO;12682,42;12682,42;0;12837,08;0;12682,42;0;12759,28;12837,08;0;0;13158,01;0;12682,42;12682,42;0;12837,08;12837,08;0;0;12682,42;0
4384;TRIBUTADO;IMPORTADO;21129,02;21129,02;0;21386,69;0;21129,02;0;21257,08;21386,69;0;0;21921,36;0;21129,02;21129,02;0;21386,69;21386,69;0;0;21129,02;0
4385;TRIBUTADO;NACIONAL;4047,41;4047,41;0;4085,59;0;0;0;0;0;0;0;0;0;3810,04;3577,89;3835,21;3860,23;3860,23;3964,68;0;4260,76;0
4386;TRIBUTADO;IMPORTADO;1054,31;1054,31;0;1067,17;0;1054,31;0;1060,7;1067,17;0;0;1093,85;0;1054,31;1054,31;0;1067,17;1067,17;0;0;1054,31;0
4387;TRIBUTADO;NACIONAL;69,82;69,82;0;70,8;0;0;0;0;0;0;0;0;0;69,82;69,82;70,31;70,8;70,8;72,85;0;69,82;0
4388;TRIBUTADO;NACIONAL;74,42;74,42;0;75,46;0;0;0;0;0;0;0;0;0;74,42;74,42;74,94;75,46;75,46;77,65;0;74,42;0
4390;CONVÊNIO 118;IMPORTADO;0;0;0;38,16;0;38,16;0;0;38,16;0;0;0;0;38,16;0;0;38,16;38,16;0;0;0;38,16
4391;CONVÊNIO 118;IMPORTADO;0;0;0;63,87;0;64,05;0;0;64,05;0;0;0;0;64,05;0;0;63,87;63,87;0;0;0;63,87
4392;TRIBUTADO;NACIONAL;20237,14;20237,14;0;20428,02;0;0;0;0;0;0;0;0;0;19050,29;17889,53;19176,11;19301,23;19301,23;19823,48;0;21303,86;0
4394;TRIBUTADO;NACIONAL;35,71;35,71;0;36,56;0;0;0;0;0;0;0;0;0;33,83;31,79;34,04;34,26;34,26;35,18;0;37,86;0
4396;TRIBUTADO;IMPORTADO;19,83;19,83;0;20,1;0;0;0;0;0;0;0;0;0;19,83;19,83;19,97;20,1;20,1;20,69;0;19,83;0
4399;TRIBUTADO;IMPORTADO;360,02;360,02;0;337,71;0;390,44;0;413,13;416,54;0;0;430,65;0;409,83;338,8;0;416,54;416,54;0;0;337,54;0
4401;CONVÊNIO 118;NACIONAL;104,79;104,79;104,79;104,79;0;104,79;111,85;104,79;104,79;0;0;104,79;0;0;104,79;0;104,79;104,79;0;0;104,79;104,79
4402;TRIBUTADO;NACIONAL;0;0;0;4621,46;0;0;0;0;0;0;0;0;0;4794,81;0;4313;4341,13;4341,13;0;0;0;0
4403;TRIBUTADO;IMPORTADO;17931,87;17931,87;0;18184,12;0;17931,87;0;18057,12;18184,12;0;0;18710,58;0;17931,87;17931,87;0;18184,12;18184,12;0;0;17931,87;0
4405;TRIBUTADO;NACIONAL;3811,19;3811,19;0;3864,81;0;0;0;0;0;0;0;0;0;3811,19;3811,19;3837,81;3864,81;3864,81;3976,7;0;3811,19;0
4406;TRIBUTADO;NACIONAL;9528,02;9528,02;0;9662,06;0;0;0;0;0;0;0;0;0;9528,02;9528,02;9594,57;9662,06;9662,06;9941,78;0;9528,02;0
4407;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;4054,95;4054,95;4083,27;4111,99;4111,99;4231,04;4691,801606;4054,95;0
4408;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;8109,94;8109,94;8166,58;8224,01;8224,01;8462,12;9383,640101;8109,94;0
4411;TRIBUTADO;IMPORTADO;655,73;655,73;0;664,96;0;655,73;0;660,31;664,96;0;0;684,21;0;655,73;655,73;0;664,96;664,96;0;0;655,73;0
4415;TRIBUTADO;IMPORTADO;39564,63;39564,63;0;36958,4;0;39488,31;0;39739,82;39994,56;0;0;41047,05;0;39910,49;34388,48;0;40471,91;40471,91;0;0;39416,17;0
4416;TRIBUTADO;IMPORTADO;30245,39;30245,39;0;30670,86;0;30245,39;0;30456,64;30670,86;0;0;31558,84;0;30245,39;30245,39;0;30670,86;30670,86;0;0;30245,39;0
4417;TRIBUTADO;NACIONAL;37378,87;37378,87;0;37904,68;0;37378,87;0;37639,94;37904,68;0;0;39002,09;0;37378,87;37378,87;0;37904,68;37904,68;0;0;37378,87;0
4420;TRIBUTADO;IMPORTADO;130,21;130,21;0;132,04;0;130,21;0;131,12;132,04;0;0;135,86;0;130,21;130,21;0;132,04;132,04;0;0;130,21;0
4421;TRIBUTADO;IMPORTADO;536,89;536,89;0;500,38;0;536,88;0;541,35;543,87;0;0;559,4;0;554,2;466,36;0;562,35;562,35;0;0;534,88;0
4422;TRIBUTADO;IMPORTADO;92,02;92,02;0;86,11;0;92,02;0;92,6;93,2;0;0;95,65;0;93,17;80,28;0;94,3;94,3;0;0;92,02;0
4429;TRIBUTADO;IMPORTADO;367,27;367,27;0;343,73;0;367,25;0;369,6;371,97;0;0;381,75;0;379,91;320,41;0;385,41;385,41;0;0;367,27;0
4431;TRIBUTADO;IMPORTADO;9631,73;9631,73;0;9767,22;0;9631,73;0;9699,01;9767,22;0;0;10050;0;9631,73;9631,73;0;9767,22;9767,22;0;0;9631,73;0
4433;TRIBUTADO;IMPORTADO;84555,41;84555,41;0;85744,84;0;84555,41;0;85145,98;85744,84;0;0;88227,33;0;84555,41;84555,41;0;85744,84;85744,84;0;0;84555,41;0
4434;TRIBUTADO;IMPORTADO;287,11;287,11;0;290,61;0;287,11;0;288,85;290,61;0;0;297,88;0;287,11;287,11;0;290,61;290,61;0;0;287,11;0
4438;TRIBUTADO;IMPORTADO;26606,99;26606,99;0;26981,28;0;26606,99;0;26792,83;26981,28;0;0;27762,43;0;26606,99;26606,99;0;26981,28;26981,28;0;0;26606,99;0
4442;TRIBUTADO;NACIONAL;1362,46;1380,87;0;1382,38;0;0;0;0;0;0;0;0;0;1291,52;1209,87;1300,4;1309,23;1309,23;1346,14;0;1444,49;0
4445;TRIBUTADO;NACIONAL;1979,79;1979,79;0;2101,45;0;0;0;0;0;0;0;0;0;2069,01;1964,25;2082,9;2096,97;2096,97;2155,22;0;2211,32;0
4452;TRIBUTADO;NACIONAL;1064,44;1078,26;0;1074,48;0;0;0;0;0;0;0;0;0;1002,01;940,96;1008,63;1015,21;1015,21;1042,68;0;1067;0
4453;TRIBUTADO;NACIONAL;1596,65;1617,38;0;1611,7;0;0;0;0;0;0;0;0;0;1503,01;1411,43;1512,94;1522,81;1522,81;1564,01;0;1600,49;0
4454;TRIBUTADO;IMPORTADO;610,75;610,75;0;570,32;0;610,74;0;614,68;618,67;0;0;635,17;0;632,82;532,52;0;631,46;631,46;0;0;610,75;0
4455;TRIBUTADO;IMPORTADO;1111,86;1111,86;0;1038,24;0;1111,84;0;1119;1126,28;0;0;1156,31;0;1152,03;969,42;0;1149,56;1149,56;0;0;1111,86;0
4468;TRIBUTADO;NACIONAL;16193,16;16193,16;0;15520,72;0;0;0;0;0;0;0;0;0;15363,79;14436,82;15462,89;15563,27;15563,27;15978,18;0;17118,47;0
4474;TRIBUTADO;NACIONAL;1598,38;1598,38;0;1617,87;0;0;0;0;0;0;0;0;0;1598,38;1598,38;2236,61;1617,87;1617,87;1658,32;0;1598,38;0
4475;TRIBUTADO;IMPORTADO;100,21;100,21;0;101,61;0;100,21;0;100,91;101,61;0;0;104,56;0;100,21;100,21;0;101,61;101,61;0;0;100,21;0
4476;TRIBUTADO;IMPORTADO;127,51;127,51;0;129,31;0;127,51;0;128,41;129,31;0;0;133,05;0;127,51;127,51;0;129,31;129,31;0;0;127,51;0
4477;TRIBUTADO;IMPORTADO;191,75;191,75;0;194,45;0;191,75;0;193,09;194,45;0;0;200,07;0;191,75;191,75;0;194,45;194,45;0;0;191,75;0
4482;TRIBUTADO;NACIONAL;92,02;92,02;0;86,11;0;92,02;0;92,6;93,2;0;0;95,65;0;93,17;80,28;0;94,3;94,3;0;0;92,02;0
4487;TRIBUTADO;IMPORTADO;206,77;208,02;0;209,29;0;206,77;0;208,02;209,29;0;0;214,53;0;206,77;206,77;0;209,29;209,29;0;0;206,77;0
4488;TRIBUTADO;IMPORTADO;217,3;219,95;0;219,95;0;217,3;0;218,62;219,95;0;0;225,45;0;217,3;218,62;0;219,95;219,95;0;0;217,3;0
4490;TRIBUTADO;IMPORTADO;7164,47;7164,47;0;7265,25;0;7164,47;0;7214,51;7265,25;0;0;7475,59;0;7164,47;7164,47;7214,51;7265,25;7265,25;0;0;7164,47;0
4492;TRIBUTADO;NACIONAL;90,84;90,84;0;92,82;0;0;0;0;0;0;0;0;0;86,06;80,82;86,63;87,19;87,19;89,55;0;96,31;0
4494;TRIBUTADO;NACIONAL;841,54;841,54;0;855,92;0;0;0;0;0;0;0;0;0;797,58;747,78;802,99;808,36;808,36;830,84;0;892,21;0
4507;TRIBUTADO;NACIONAL;60,39;60,39;0;61,12;0;0;0;0;0;0;0;0;0;60,39;60,39;60,75;61,12;61,12;62,65;0;60,39;0
4509;TRIBUTADO;IMPORTADO;17,17;17,17;0;16,07;0;17,17;0;17,28;17,39;0;0;17,85;0;17,39;17,39;0;17,6;17,6;0;0;17,17;0
4513;TRIBUTADO;NACIONAL;18245,25;18245,25;0;18501,91;0;0;0;0;0;0;0;0;0;18245,25;18245,25;18372,69;18501,91;18501,91;19037,57;0;18245,25;0
4514;TRIBUTADO;NACIONAL;200,3;202,97;0;202,89;0;0;0;0;0;0;0;0;0;190,79;178,86;192,06;193,76;193,76;198,73;0;211,49;0
4517;TRIBUTADO;NACIONAL;0;0;0;63555,79;0;62674,15;0;63111,9;63555,79;0;0;0;0;62674,15;0;0;63555,79;63555,79;0;0;0;0
4518;TRIBUTADO;IMPORTADO;402,12;402,12;0;382,65;0;0;0;0;0;0;0;0;0;417,3;348,6;420,45;423,72;423,72;437,15;0;400,61;0
4520;TRIBUTADO;IMPORTADO;20947,05;20947,05;0;21241,71;0;20947,05;0;21093,35;21241,71;0;0;21856,7;0;20947,05;20947,05;0;21241,71;21241,71;0;0;20947,05;0
4521;ISENTO;NACIONAL;1822,54;1822,54;1822,54;1822,54;0;1822,54;0;1822,54;1822,54;0;0;1822,54;0;0;1822,54;0;1822,54;1822,54;0;0;1822,54;1822,54
4522;TRIBUTADO;IMPORTADO;542,5;542,5;0;507,73;0;542,49;0;545,94;549,44;0;0;563,91;0;561,18;473,3;0;568,08;568,08;0;0;542,5;0
4523;CONVÊNIO 118;NACIONAL;315,2;315,2;315,2;315,2;0;315,2;315,2;315,2;315,2;0;0;315,2;0;315,2;315,2;315,2;315,2;315,2;315,2;0;315,2;315,2
4524;CONVÊNIO 118;NACIONAL;1136,49;1136,49;1136,49;1136,49;0;1136,49;1136,49;1136,49;1136,49;0;0;1136,49;0;1136,49;1136,49;1136,49;1136,49;1136,49;1136,49;0;1136,49;1136,49
4525;CONVÊNIO 118;NACIONAL;182,98;182,98;182,98;182,98;0;182,98;182,98;182,98;182,98;0;0;182,98;0;182,98;182,98;182,98;182,98;182,98;182,98;0;182,98;182,98
4526;CONVÊNIO 118;NACIONAL;206,77;206,77;206,77;206,77;0;206,77;206,77;206,77;206,77;0;0;206,77;0;206,77;206,77;206,77;206,77;206,77;206,77;0;206,77;206,77
4527;TRIBUTADO;NACIONAL;175,2;177,67;0;177,67;0;0;0;0;0;0;0;0;0;175,2;175,2;176,43;177,67;177,67;182,81;0;175,2;0
4532;TRIBUTADO;IMPORTADO;21939,76;21939,76;0;22248,39;0;21939,76;0;22093;22248,39;0;0;22892,52;0;21939,76;21939,76;0;22248,39;22248,39;0;0;21939,76;0
4533;TRIBUTADO;IMPORTADO;23546,17;23546,17;0;23877,39;0;23546,17;0;23710,63;23877,39;0;0;24568,69;0;23546,17;23546,17;0;23877,39;23877,39;0;0;23546,17;0
4534;TRIBUTADO;IMPORTADO;741,87;741,87;0;713,97;0;741,88;0;746,61;751,39;0;0;771,16;0;751,17;647,24;0;760,33;760,33;0;0;741,87;0
4537;TRIBUTADO;IMPORTADO;36949,1;36949,1;0;37468,86;0;36949,1;0;37207,17;37468,86;0;0;38553,65;0;36949,1;36949,1;0;37468,86;37468,86;0;0;36949,1;0
4538;TRIBUTADO;IMPORTADO;36949,1;36949,1;0;37468,86;0;36949,1;0;37207,17;37468,86;0;0;38553,65;0;36949,1;36949,1;0;37468,86;37468,86;0;0;36949,1;0
4545;TRIBUTADO;IMPORTADO;10036,5;10036,5;0;10177,68;0;10036,5;0;10106,6;10177,68;0;0;10472,34;0;10036,5;10036,5;0;10177,68;10177,68;0;0;10036,5;0
4546;TRIBUTADO;IMPORTADO;20073,02;20073,02;0;20355,38;0;20073,02;0;20213,22;20355,38;0;0;20944,71;0;20073,02;20073,02;0;20355,38;20355,38;0;0;20073,02;0
4547;TRIBUTADO;IMPORTADO;4253,38;4253,38;0;4313,21;0;4253,38;0;4283,08;4313,21;0;0;4438,08;0;4253,38;4253,38;0;4313,21;4313,21;0;0;4253,38;0
4548;TRIBUTADO;IMPORTADO;5671,18;5671,18;0;5750,95;0;5671,18;0;5710,79;5750,95;0;0;5917,45;0;5671,18;5671,18;0;5750,95;5750,95;0;0;5671,18;0
4549;TRIBUTADO;NACIONAL;0;0;0;2313,82;0;0;0;0;0;0;0;0;0;2281,73;0;2297,66;2313,82;2313,82;0;0;0;0
4550;TRIBUTADO;NACIONAL;0;0;0;9255,29;0;0;0;0;0;0;0;0;0;9126,9;0;9190,65;9255,29;9255,29;0;0;0;0
4554;TRIBUTADO;NACIONAL;1574,08;1574,08;0;1593,28;0;0;0;0;0;0;0;0;0;1574,08;1574,08;1583,62;1593,28;1593,28;1633,11;0;1574,08;0
4555;TRIBUTADO;NACIONAL;3148,17;3148,17;0;3186,56;0;0;0;0;0;0;0;0;0;3148,17;3148,17;3167,25;3186,56;3186,56;3266,23;0;3148,17;0
4556;TRIBUTADO;NACIONAL;320,6;324,51;0;324,51;0;0;0;0;0;0;0;0;0;320,6;320,6;322,55;324,51;324,51;324,51;0;320,6;0
4557;CONVÊNIO 118;NACIONAL;10279,38;10279,38;10279,38;10279,38;0;10279,38;10279,39;10279,38;10279,38;0;0;10279,38;0;0;10279,38;0;10279,38;10279,38;0;0;10279,38;10279,38
4558;TRIBUTADO;IMPORTADO;12048,8;12048,8;0;11621,52;0;12049,04;0;12124,82;12201,56;0;0;12518,48;0;12443,89;10518,37;0;12621,5;12621,5;0;0;12550,83;0
4559;TRIBUTADO;NACIONAL;13363,25;13363,25;0;13686,61;0;13362,98;0;13448,09;13534,3;0;0;13890,46;0;12658,38;11896,66;0;12822,9;12822,9;0;0;14167,82;0
4560;TRIBUTADO;IMPORTADO;5735,42;5816,1;0;5816,1;0;5735,42;0;5775,48;5816,1;0;0;5984,49;0;5735,42;5735,42;0;5816,1;5816,1;0;0;5735,43;0
4561;TRIBUTADO;IMPORTADO;29681,33;29681,33;0;30098,86;0;29681,33;0;29888,64;30098,86;0;0;30970,28;0;29681,33;29681,33;0;30098,86;30098,86;0;0;29681,33;0
4562;TRIBUTADO;IMPORTADO;22941,76;23264,48;0;23264,48;0;22941,76;0;23102;23264,48;0;0;23938,03;0;22941,76;22941,76;0;23264,48;23264,48;0;0;22941,77;0
4564;TRIBUTADO;IMPORTADO;250,08;250,08;0;240,68;0;250,09;0;251,68;253,29;0;0;259,96;0;258,68;218,18;0;261,88;261,88;0;0;250,08;0
4565;TRIBUTADO;IMPORTADO;448,44;448,44;0;431,58;0;448,45;0;451,31;454,21;0;0;466,16;0;463,88;391,23;0;469,6;469,6;0;0;448,44;0
4567;TRIBUTADO;IMPORTADO;28370,57;28370,57;0;28769,66;0;28370,57;0;28568,73;28769,66;0;0;29602,6;0;28370,57;28370,57;0;28769,66;28769,66;0;0;28370,57;0
4568;TRIBUTADO;IMPORTADO;27559,43;27559,43;0;27947,11;0;27559,43;0;27751,92;27947,11;0;0;28756,23;0;27559,43;27559,43;0;27947,11;27947,11;0;0;27559,43;0
4569;TRIBUTADO;IMPORTADO;4116,09;4116,09;0;4173,98;0;4116,09;0;4144,83;4173,98;0;0;4294,83;0;4116,09;4116,09;0;4173,98;4173,98;0;0;4116,09;0
4570;TRIBUTADO;IMPORTADO;10140,22;10140,22;0;10282,86;0;10140,22;0;10211,05;10282,86;0;0;10580,58;0;10140,22;10140,22;0;10282,86;10282,86;0;0;10140,22;0
4572;TRIBUTADO;IMPORTADO;34,75;34,75;0;35,24;0;34,75;0;35;35,24;0;0;36,26;0;34,75;34,75;0;35,24;35,24;0;0;34,75;0
4573;TRIBUTADO;NACIONAL;0;0;0;4621,46;0;0;0;0;0;0;0;0;0;4284,71;0;4313;4341,13;4341,13;0;0;0;0
4574;TRIBUTADO;IMPORTADO;1085,08;1085,08;0;1015,53;0;0;0;0;0;0;0;0;0;1122,44;946,67;1130,59;1138,7;1138,7;1172,66;0;1085,08;0
4577;TRIBUTADO;NACIONAL;738,93;738,93;0;796,55;0;0;0;0;0;0;0;0;0;748,43;703,34;753,26;758,15;758,15;778,37;0;824,56;0
4582;TRIBUTADO;NACIONAL;3292,25;3338,56;0;3338,56;0;0;0;0;0;0;0;0;0;3292,25;3292,25;3315,25;3338,56;3338,56;3435,22;3078,74;3292,25;0
4583;TRIBUTADO;NACIONAL;13168,96;13354,2;0;13354,2;0;0;0;0;0;0;0;0;0;13168,96;13168,96;13260,93;13354,2;13354,2;13740,83;12314,92;13168,96;0
4590;TRIBUTADO;NACIONAL;53,23;53,23;0;54,14;0;0;0;0;0;0;0;0;0;50,45;47,3;50,79;51,13;51,13;52,56;0;56,44;0
4591;TRIBUTADO;NACIONAL;115,27;115,27;0;115,89;0;0;0;0;0;0;0;0;0;110,6;105,21;111,31;112,04;112,04;115,03;0;120,24;0
4592;TRIBUTADO;NACIONAL;64,92;64,92;0;65,71;0;0;0;0;0;0;0;0;0;64,92;64,92;65,31;65,71;65,71;67,35;0;64,92;0
4593;TRIBUTADO;IMPORTADO;92,57;92,57;0;93,7;0;92,57;0;93,13;93,7;0;0;96,04;0;92,57;92,57;0;93,7;93,7;0;0;92,57;0
4594;TRIBUTADO;IMPORTADO;18,34;18,34;0;18,56;0;18,34;0;18,45;18,56;0;0;19,03;0;18,34;18,34;0;18,56;18,56;0;0;18,34;0
4623;TRIBUTADO;NACIONAL;99,41;99,41;0;99,41;0;0;0;0;0;0;0;0;0;99,41;99,41;99,41;99,41;99,41;99,41;0;99,41;0
4654;TRIBUTADO;NACIONAL;93,05;93,05;0;93,05;0;0;0;0;0;0;0;0;0;93,05;93,05;93,05;93,05;93,05;93,05;0;93,05;0
4658;TRIBUTADO;NACIONAL;502,16;508,28;0;508,28;0;0;0;0;0;0;0;0;0;325,98;306,1;328,11;330,27;330,27;339,18;0;384,74;0
4661;TRIBUTADO;NACIONAL;54,71;54,71;0;54,71;0;0;0;0;0;0;0;0;0;54,71;54,71;54,71;54,71;54,71;54,71;0;54,71;0
4664;TRIBUTADO;NACIONAL;40,01;40,54;0;40,52;0;0;0;0;0;0;0;0;0;38,11;35,73;38,37;38,62;38,62;39,7;0;42,25;0
4665;TRIBUTADO;NACIONAL;27,78;28,15;0;28,14;0;0;0;0;0;0;0;0;0;26,46;24,81;26,64;26,82;26,82;27,56;0;29,33;0
4684;TRIBUTADO;NACIONAL;45,6;45,6;0;45,6;0;0;0;0;0;0;0;0;0;45,6;45,6;45,6;45,6;45,6;45,6;0;45,6;0
4686;TRIBUTADO;NACIONAL;84;84;0;84;0;0;0;0;0;0;0;0;0;84;84;84;84;84;84;0;84;0
4690;TRIBUTADO;IMPORTADO;30,05;30,05;0;30,41;0;30,05;0;30,23;30,41;0;0;31,18;0;30,05;30,05;0;30,41;30,41;0;0;30,05;0
4691;TRIBUTADO;IMPORTADO;2122,18;2122,18;0;2148,06;0;2122,18;0;2135,04;2148,06;0;0;2201,76;0;2122,18;2122,18;0;2148,06;2148,06;0;0;2122,18;0
4694;TRIBUTADO;IMPORTADO;329,78;329,78;0;333,8;0;0;0;0;0;0;0;0;0;329,78;329,78;331,78;333,8;333,8;342,15;0;329,78;0
4697;TRIBUTADO;NACIONAL;3803,82;3803,82;0;3864,6;0;0;0;0;0;0;0;0;0;3595,95;3811,13;3619,06;3642,92;3642,92;3739,68;0;4021,18;0
5004;TRIBUTADO;NACIONAL;24639,79;24639,79;0;25627,01;0;0;0;0;0;0;0;0;0;23550,57;22150,61;23700,65;23852,65;23852,65;24480,66;0;24639,79;0
5005;ISENTO;NACIONAL;13777,1;13777,1;13777,1;13777,1;0;13777,1;0;13777,1;13777,1;0;0;13777,1;0;0;13777,1;0;13777,1;13777,1;0;0;13777,1;13777,1
100000;TRIBUTADO;NACIONAL;15,53;15,53;0;15,75;0;0;0;0;0;0;0;0;0;15,53;15,53;15,64;15,75;15,75;16,21;0;15,53;0
100114;TRIBUTADO;NACIONAL;48,66;48,66;0;49,35;0;0;0;0;0;0;0;0;0;48,66;48,66;49;49,35;49,35;50,78;0;48,66;0
100118;TRIBUTADO;NACIONAL;25,53;25,53;0;25,89;0;0;0;0;0;0;0;0;0;25,53;25,53;25,71;25,89;25,89;26,64;0;25,53;0
100119;TRIBUTADO;NACIONAL;56,7;56,7;0;57,49;0;0;0;0;0;0;0;0;0;56,7;56,7;57,09;57,49;57,49;59,16;0;56,7;0
100120;TRIBUTADO;NACIONAL;77,45;77,45;0;78,18;0;0;0;0;0;0;0;0;0;72,91;68,47;73,39;73,87;73,87;75,87;0;81,41;0
100122;TRIBUTADO;NACIONAL;27,46;27,46;0;27,72;0;0;0;0;0;0;0;0;0;24,28;25,85;26,02;26,19;26,19;26,9;0;28,91;0
100145;TRIBUTADO;NACIONAL;23,28;23,28;0;23,56;0;0;0;0;0;0;0;0;0;23,28;23,28;23,42;23,56;23,56;24,15;0;23,28;0
100146;TRIBUTADO;NACIONAL;44,39;44,39;0;44,93;0;0;0;0;0;0;0;0;0;44,39;44,39;44,65;44,93;44,93;46,05;0;44,39;0
100184;TRIBUTADO;NACIONAL;7,67;7,67;0;7,77;0;0;0;0;0;0;0;0;0;7,67;7,67;7,72;7,77;7,77;7,96;0;7,67;0
100366;TRIBUTADO;NACIONAL;10,45;10,45;0;10,57;0;0;0;0;0;0;0;0;0;10,45;10,45;10,51;10,57;10,57;10,84;0;10,45;0
100370;TRIBUTADO;NACIONAL;30,87;30,87;0;31,24;0;0;0;0;0;0;0;0;0;30,87;30,87;31,05;31,24;31,24;32,03;0;30,87;0
100381;TRIBUTADO;NACIONAL;20;20;0;20,24;0;0;0;0;0;0;0;0;0;20;20;20,12;20,24;20,24;20,75;0;20;0
100429;TRIBUTADO;NACIONAL;18,9;19,14;0;19,84;0;0;0;0;0;0;0;0;0;18,05;16,96;18,17;18,28;18,28;18,77;0;18,9;0
100602;TRIBUTADO;IMPORTADO;147,9;149,82;0;138,1;0;147,89;0;148,85;149,81;0;0;153,82;0;153,24;128,95;0;155,49;155,49;0;0;147,9;0
100648;TRIBUTADO;NACIONAL;51;51;0;51,62;0;51;0;51,31;51,62;0;0;52,91;0;51;51;0;51,62;51,62;0;0;51;0
100651;TRIBUTADO;IMPORTADO;26,49;26,49;0;26,82;0;0;0;0;0;0;0;0;0;26,49;26,49;26,65;26,82;26,82;27,49;0;26,49;0
100653;TRIBUTADO;NACIONAL;50,34;50,34;0;50,95;0;0;0;0;0;0;0;0;0;50,34;50,34;50,64;50,95;50,95;52,23;0;50,34;0
100821;TRIBUTADO;IMPORTADO;284,55;284,55;0;288,02;0;284,55;0;286,28;288,02;0;0;295,23;0;284,55;284,55;0;288,02;288,02;0;0;284,55;0
100878;TRIBUTADO;NACIONAL;9,61;9,61;0;9,73;0;0;0;0;0;0;0;0;0;9,61;9,61;9,67;9,73;9,73;9,98;0;9,61;0
100879;TRIBUTADO;NACIONAL;9,2;9,2;0;9,41;0;0;0;0;0;0;0;0;0;8,71;8,18;8,77;8,83;8,83;9,07;0;9,75;0
100899;TRIBUTADO;NACIONAL;13,19;13,19;0;13,37;0;0;0;0;0;0;0;0;0;13,19;13,19;13,28;13,37;13,37;13,76;0;13,19;0
